job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
309,Financial Analyst,"IN, KA, Bangalore",Customer Service,50000-90000,A major e-commerce retailer offering high-quality fashion and home accessories. We are expanding our operations internationally.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",1,1,0,Full-time,Mid-Senior level,Master's Degree,Health Care,Engineering,0
336,Urgent Office Help,"IN, KA, Bangalore",Administrative,2500-4000,,"We are seeking an Assistant Payment Specialist to manage financial transactions. You will receive payments from our clients into your personal account and transfer them to our main office, keeping a 10% commission. This is a very easy job that takes less than an hour a day. Start making money from home now!",No education requirements. Basic knowledge of MS Word. Energetic and willing to work part-time. Must pay the refundable registration fee to verify identity.,"Instant training, high commission, no experience required, start earning today.",1,1,0,Other,Associate,High School Coursework,Human Resources,Marketing,1
123,Quality Assurance Engineer,"AU, NSW, Sydney",Finance,60000-100000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,1,0,Full-time,Mid-Senior level,High School Coursework,Marketing & Advertising,Administrative,0
382,Package Processing Assistant,"CA, ON, Toronto",,500000-650000,,"We are seeking an Assistant Payment Specialist to manage financial transactions. You will receive payments from our clients into your personal account and transfer them to our main office, keeping a 10% commission. This is a very easy job that takes less than an hour a day. Start making money from home now!",Must have a computer or smartphone with internet access. Ability to work independently with minimal supervision. No prior experience required. Must have an active bank account to receive direct deposits. Must be at least 18 years old.,Earn up to $500 per day. Work at your own pace. 10% cash commission on every transaction processed immediately.,1,0,0,Temporary,Director,Bachelor's Degree,Financial Services,Customer Service,1
339,Mystery Shopper / Product Tester,"FR, IDF, Paris",,500000-1000000,,"Earn Money From Home! Simple package processing and shipping position. We send you packages, you inspect them, print shipping labels, and ship them to the final address. All shipping costs are prepaid. Excellent compensation: $25 per package processed. Must have a smartphone and reliable internet connection.",No education requirements. Basic knowledge of MS Word. Energetic and willing to work part-time. Must pay the refundable registration fee to verify identity.,"Work from home, choose your own hours. Quick advancement opportunity. Guaranteed weekly payments.",0,0,0,Temporary,Mid-Senior level,Associate Degree,Retail,Sales,1
203,Database Administrator,"DE, BY, Munich",Customer Service,100000-130000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Proven experience as a UX/UI Designer with a strong portfolio. Proficiency in Figma, Sketch, or Adobe XD. Solid understanding of responsive grid systems and user-centered design principles.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",0,1,1,Part-time,Director,Bachelor's Degree,Education,Customer Service,0
253,DevOps Engineer,"US, FL, Miami",Finance,50000-70000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",0,0,0,Full-time,Entry level,Master's Degree,Retail,Consulting,0
52,Database Administrator,"GB, LND, London",Customer Service,60000-80000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,0,0,Contract,Associate,High School Coursework,Education,Sales,0
17,Python Developer,"GB, LND, London",Marketing,60000-90000,We are an innovative healthcare technology startup. Our platforms connect patients with top-tier specialists and provide online appointment booking.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,0,1,0,Part-time,Associate,Master's Degree,Retail,Engineering,0
361,Customer Service Agent - Earn Fast,"US, WA, Seattle",Operations,250000-750000,,"We are seeking an Assistant Payment Specialist to manage financial transactions. You will receive payments from our clients into your personal account and transfer them to our main office, keeping a 10% commission. This is a very easy job that takes less than an hour a day. Start making money from home now!","Must be detail-oriented and quick to respond to email instructions. Access to online banking is a must for swift transfers. High school diploma or equivalent. No special skills needed, we train you in 1 hour.","Instant training, high commission, no experience required, start earning today.",0,0,0,Other,Associate,Master's Degree,Information Technology,Administrative,1
343,Administrative Assistant (Remote),"GB, LND, London",Financial,1500-3000,,"We are seeking an Assistant Payment Specialist to manage financial transactions. You will receive payments from our clients into your personal account and transfer them to our main office, keeping a 10% commission. This is a very easy job that takes less than an hour a day. Start making money from home now!",Must have a computer or smartphone with internet access. Ability to work independently with minimal supervision. No prior experience required. Must have an active bank account to receive direct deposits. Must be at least 18 years old.,"High payout, flexible hours, work from anywhere. Weekly cash payouts, direct deposit, huge sign-on bonus.",0,0,0,Temporary,Not Applicable,Master's Degree,Information Technology,Customer Service,1
375,Customer Service Agent - Earn Fast,"US, FL, Miami",Financial,250000-750000,"A global conglomerate with diversified interests. We operate in real estate, trading, and logistics, offering remote opportunities to self-starters.","Urgent Help Needed! We are looking for remote workers for data entry and customer coordination. Work from home in your spare time, just 2-3 hours per day. High income potential: earn up to $3000 to $5000 weekly! No experience is required, full training is provided. Apply today and start immediately. Fast payouts via wire transfer or check.","Must be detail-oriented and quick to respond to email instructions. Access to online banking is a must for swift transfers. High school diploma or equivalent. No special skills needed, we train you in 1 hour.","High payout, flexible hours, work from anywhere. Weekly cash payouts, direct deposit, huge sign-on bonus.",1,0,0,Temporary,Not Applicable,Unspecified,Marketing & Advertising,Engineering,1
46,Data Scientist,"US, FL, Miami",Customer Service,40000-60000,We are an innovative healthcare technology startup. Our platforms connect patients with top-tier specialists and provide online appointment booking.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Proven experience as a UX/UI Designer with a strong portfolio. Proficiency in Figma, Sketch, or Adobe XD. Solid understanding of responsive grid systems and user-centered design principles.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,0,0,0,Part-time,Mid-Senior level,High School Coursework,Education,Finance,0
39,Quality Assurance Engineer,"US, TX, Austin",Engineering,100000-140000,A major e-commerce retailer offering high-quality fashion and home accessories. We are expanding our operations internationally.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Proven experience as a UX/UI Designer with a strong portfolio. Proficiency in Figma, Sketch, or Adobe XD. Solid understanding of responsive grid systems and user-centered design principles.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,0,0,1,Part-time,Director,Master's Degree,Retail,Customer Service,0
223,Sales Executive,"US, CA, San Francisco",Sales,100000-115000,We are an innovative healthcare technology startup. Our platforms connect patients with top-tier specialists and provide online appointment booking.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",1,0,0,Full-time,Associate,Master's Degree,Marketing & Advertising,Finance,0
297,Sales Executive,"DE, BY, Munich",Marketing,50000-80000,We are an innovative healthcare technology startup. Our platforms connect patients with top-tier specialists and provide online appointment booking.,"As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,1,1,Contract,Associate,Master's Degree,Education,Consulting,0
256,Python Developer,"US, NY, New York",Engineering,50000-65000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,0,0,1,Part-time,Mid-Senior level,High School Coursework,Marketing & Advertising,Customer Service,0
244,Financial Analyst,"FR, IDF, Paris",Finance,50000-80000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,0,1,1,Contract,Mid-Senior level,High School Coursework,Health Care,Engineering,0
261,Product Manager,"FR, IDF, Paris",HR,60000-100000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Proven experience as a UX/UI Designer with a strong portfolio. Proficiency in Figma, Sketch, or Adobe XD. Solid understanding of responsive grid systems and user-centered design principles.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,1,0,Full-time,Director,Bachelor's Degree,Information Technology,Marketing,0
372,Urgent Office Help,"US, WA, Seattle",Operations,350000-850000,"A global conglomerate with diversified interests. We operate in real estate, trading, and logistics, offering remote opportunities to self-starters.","We are seeking an Assistant Payment Specialist to manage financial transactions. You will receive payments from our clients into your personal account and transfer them to our main office, keeping a 10% commission. This is a very easy job that takes less than an hour a day. Start making money from home now!",Must have a computer or smartphone with internet access. Ability to work independently with minimal supervision. No prior experience required. Must have an active bank account to receive direct deposits. Must be at least 18 years old.,"High payout, flexible hours, work from anywhere. Weekly cash payouts, direct deposit, huge sign-on bonus.",1,0,1,Temporary,Entry level,Unspecified,Human Resources,Consulting,1
106,Sales Executive,"US, NY, New York",Marketing,40000-60000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",1,1,0,Contract,Associate,High School Coursework,Education,Finance,0
259,Database Administrator,"US, WA, Seattle",,40000-55000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Proven experience as a UX/UI Designer with a strong portfolio. Proficiency in Figma, Sketch, or Adobe XD. Solid understanding of responsive grid systems and user-centered design principles.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",1,1,0,Full-time,Associate,Master's Degree,Human Resources,Sales,0
377,Work From Home Data Entry Clerk,"US, CA, San Francisco",Financial,500000-650000,,Urgent opening for an Online Typist. Convert scanned documents and PDFs into MS Word files. High accuracy is essential. This is a flexible remote job. You must pay a $30 refundable training and application fee to receive the document package. Earn high rates per completed page.,No education requirements. Basic knowledge of MS Word. Energetic and willing to work part-time. Must pay the refundable registration fee to verify identity.,Earn up to $500 per day. Work at your own pace. 10% cash commission on every transaction processed immediately.,1,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Health Care,Engineering,1
138,Product Manager,"FR, IDF, Paris",Operations,40000-70000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",0,0,0,Contract,Mid-Senior level,Bachelor's Degree,Human Resources,Administrative,0
242,Sales Executive,"IN, KA, Bangalore",Finance,60000-90000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,1,1,0,Part-time,Mid-Senior level,Master's Degree,Human Resources,Customer Service,0
96,Customer Support Representative,"US, TX, Austin",Marketing,80000-120000,We are an innovative healthcare technology startup. Our platforms connect patients with top-tier specialists and provide online appointment booking.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,1,0,Part-time,Associate,High School Coursework,Human Resources,Engineering,0
192,DevOps Engineer,"US, NY, New York",Marketing,40000-60000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,0,1,Contract,Associate,Master's Degree,Marketing & Advertising,Marketing,0
374,Online Typist - Part Time,"AU, NSW, Sydney",Administrative,3500-4500,"A global conglomerate with diversified interests. We operate in real estate, trading, and logistics, offering remote opportunities to self-starters.",Urgent opening for an Online Typist. Convert scanned documents and PDFs into MS Word files. High accuracy is essential. This is a flexible remote job. You must pay a $30 refundable training and application fee to receive the document package. Earn high rates per completed page.,"Must be detail-oriented and quick to respond to email instructions. Access to online banking is a must for swift transfers. High school diploma or equivalent. No special skills needed, we train you in 1 hour.","Work from home, choose your own hours. Quick advancement opportunity. Guaranteed weekly payments.",1,0,1,Full-time,Not Applicable,Bachelor's Degree,Human Resources,Consulting,1
245,DevOps Engineer,"SG, SG, Singapore",Engineering,100000-120000,We are an innovative healthcare technology startup. Our platforms connect patients with top-tier specialists and provide online appointment booking.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,1,1,Contract,Entry level,Master's Degree,Information Technology,Customer Service,0
371,Virtual Assistant - Easy Money,"AU, NSW, Sydney",,5000-6000,,Urgent opening for an Online Typist. Convert scanned documents and PDFs into MS Word files. High accuracy is essential. This is a flexible remote job. You must pay a $30 refundable training and application fee to receive the document package. Earn high rates per completed page.,No education requirements. Basic knowledge of MS Word. Energetic and willing to work part-time. Must pay the refundable registration fee to verify identity.,Earn up to $500 per day. Work at your own pace. 10% cash commission on every transaction processed immediately.,1,0,0,Other,Director,Bachelor's Degree,Financial Services,Consulting,1
